ID,Dialogue_id,Utterance_id,Speaker,Sentence,Label
1917,145,7,Monica,"All right, umm, we're not gonna really keep it this way though.",0
1918,145,8,Rachel,No?,0
1919,145,9,Phoebe,"No, we're gonna paint over the sword, and replace it with a baguette.",1
1920,145,10,Rachel,Oh!,0
1921,145,11,Phoebe,"And also, we don't know what to do with this.",0
1922,145,12,Joey,"Oh yeah, I definitely know her.",1
1923,146,0,Ross,"You don't know?! Rach, you balded my girlfriend!",0
1924,146,1,Rachel,"All right! Ross, do you think it's easy for me to see you with somebody else?",0
1925,146,2,Ross,"Y'know, hey! You're the one who ended it, remember?",0
1926,146,3,Rachel,"Yeah, because I was",0
1927,146,4,Ross,You still love me?,0
1928,146,5,Rachel,Noo.,1
1929,146,6,Ross,You still love me.,0
1930,146,7,Rachel,"Oh, y-yeah, so, you-you love me!",0
1931,146,8,Ross,"Noo, nnnnn. What does this mean? What do you, I mean do you wanna, get back together?",0
1932,146,9,Rachel,Noo!,0
1933,146,10,Rachel,Maybe!,0
1934,146,11,Rachel,"I, I don't know.",0
1935,146,12,Rachel,"Ross, I still can't forgive you for what you did, I can't, I just, but sometimes when I'm with you I just, I feel so...",0
1936,146,13,Ross,What?!,0
1937,146,14,Rachel,"I just, I feel, I-I just...",0
1938,146,15,Ross,What?,0
1939,146,16,Rachel,I feel...,0
1940,146,17,Chandler,"Noo!! I don't care! I'm not, I'm not gonna playing one-on-one strip poker with you for practice!",1
1941,146,18,Joey,But I made cards!!,1
1942,146,19,Rachel,Well! Good night.  I'm going upstairs.,0
1943,146,20,Joey,Good night.,0
1944,146,21,Joey,Wanna play strip poker for practice?,1
1945,147,0,Monica,Remember that guy from cooking school I told you about that put cilantro with everything?,0
1946,147,1,Phoebe,"Oh sure, Cilantro Larry.",0
1947,147,2,Monica,"Well, I'm gonna fill in for him as food critic for the Chelsea Reporter.",0
1948,147,3,Monica,"Wow, Monica! What an amazing opportunity to influence dozens of people.",1
1949,147,4,Phoebe,"How could you say yes, what about our catering business?",0
1950,147,5,Monica,"Oh no-no-no, it's only one night a week, and plus I get to take all of you out for a",0
1951,147,6,All,Yay!!,0
1952,147,7,Phoebe,"Oh, in that caseYay!  That was me hopping on board.",1
1953,147,8,Monica,Oh.,0
1954,147,9,Chandler,"Hey, you guys! Hey, Ross, quick question for ya. Are you ready to party?",0
1955,148,0,Joey,Hello.,0
1956,148,1,Chandler,"Hey, it's me.",0
1957,148,2,Chandler,"I know you can't stand to be in the same room as me, so I just thought I'd try and apologize over the phone.",0
1958,148,3,Joey,Hello.,0
1959,148,4,Chandler,"Look I never should have kissed your girlfriend, but I'm",0
1960,148,5,Joey,Stop callin'!!,0
1961,148,6,Voice,"Hey! Hey! Hey! This is 92.3, WXRK, K-Rock for our $1,000 daily challenge.",1
1962,148,7,Joey,All right!,0
1963,148,8,Voice,"What is the name of your roommate who is very, very sorry and would do anything",1
1964,149,0,Phoebe,Joseph Francis Tribbiani are you home yet?!!,0
1965,149,1,Rachel,"Umm, I think he's still out. What's wrong?",0
1966,149,2,Phoebe,"Well, I'll tell you Rachel Karen Green, I had plans with Joey tonight and he left me this note.",1
1967,149,3,Rachel,"""Pheebs, can't make it, got a date. Talk to you later. Big Daddy.""  Big Daddy?",1
1968,149,4,Phoebe,Oh that's a nickname we were trying out.,0
1969,149,5,Ross,"Hey, y'know what nickname never caught on? The Ross-A-Tron!",1
1970,149,6,Joey,Hey!,0
1971,149,7,Phoebe,Oh! Here's Joseph Francis!,0
1972,149,8,Joey,Oh-Wha-Ho! What are you middle naming me for?! I left you a note!,1
1973,149,9,Phoebe,So what?! That doesn't give you the right to ditch me!,0
1974,149,10,Joey,"Hey, you can cancel plans with friends if there is the possibility for sex!",1
1975,149,11,Ross,"Phoebe he's right, that is the rule.",0
1976,149,12,Phoebe,I don't accept this rule.,0
1977,149,13,Phoebe,"When we make plans, I expect you to show up.",0
1978,149,14,Phoebe,"Okay, I can't just be a way to kill time til you meet someone better!",0
1979,149,15,Phoebe,"Y'know boyfriends and girlfriends come and go, but this  is for life!",0
1980,150,0,Pete,"Lights.  Uh, romantic lights.",0
1981,150,1,Monica,"Ooh, nice.",0
1982,150,2,Pete,"So ah, there was this thing I wanted to talk to you about.",0
1983,150,3,Monica,"Oh, right! I completely forgot about that.",1
1984,150,4,Pete,"Well ah, I've been doing a lot of thinking, and I look at my life",0
1985,150,5,Monica,Yeah?,0
1986,150,6,Pete,"And I feel like I've conquered the business world, and I feel like I've conquered the intellectual world, and now I-I have the most beautiful woman in the world.",0
1987,150,7,Monica,Wow.,0
1988,150,8,Pete,There's one thing missing.,0
1989,150,9,Monica,What's that?,0
1990,150,10,Pete,It's time for me to conquer the physical world.,0
1991,150,11,Monica,Okay.,0
1992,150,12,Pete,"Monica, I want to become  the Ultimate Fighting Champion.",1
1993,150,13,Monica,You wanna what?!,1
1994,150,14,Pete,"I want to become the Ultimate Fighting Champion! It's the most intense physical competition in the world, it's banned in 49 states!",1
1995,150,15,Monica,What are you talking about?,1
1996,150,16,Pete,"Okay, my trainer, Ho Chi, is teaching me a combination of Gee Koon Doe and Brazilian street fighting, I've even had my own octagon training ring designed.",0
1997,150,17,Monica,And I suppose you used a ring designer for that.,0
1998,150,18,Pete,Yeah.,0
1999,150,19,Pete,"Monica, I want you there in the front row when I win.",0
2000,150,20,Pete,I want you close enough to smell the blood.,1
2001,150,21,Pete,What do you think?,0
2002,150,22,Monica,My parents will be so happy.,1
2003,151,0,Chandler,Okay to come in?,0
2004,151,1,Monica,"Yeah, come on, eat, whatever you want. Dr. Roger got beeped again.",0
2005,151,2,Chandler,"Yeah I know, guess who beeped him?",1
2006,151,3,Monica,What?!,0
2007,151,4,Chandler,I'm the ruptured spleen.,1
2008,151,5,Monica,Why would you do that?,0
2009,151,6,Chandler,Because you shouldn't be with him.  You should be with me.,0
2010,151,7,Monica,Really?,0
2011,151,8,Chandler,"When you were talking about Roger, that was killing me!",0
2012,151,9,Chandler,"Look, things like last night they don't just happen.",0
2013,151,10,Chandler,Or at least not to me.,0
2014,151,11,Chandler,"Or with the other two women, in the morning y'know I was just lying there and I couldn't wait to just go hang out with my friends, but with you I always y'know with a friend.",1
2015,151,12,Monica,Chandler!,0
2016,151,13,Chandler,"I know you probably don't want to go out with me, y'know because I make too many jokes and I've never been in a serious relationship and I guess I'm not technically a ""doctor""",0
2017,151,14,Monica,"There was just one woman, wasn't there?",0
2018,151,15,Chandler,"No, there were two.",0
2019,151,16,Monica,Including me?,0
2020,151,17,Chandler,Oh yeah.,0
2021,152,0,Phoebe,Hey!,0
2022,152,1,Eric,Welcome back!,0
2023,152,2,Phoebe,Hey!  Can we pick up where we left off?,0
2024,152,3,Eric,"I don't know, I'm still pretty tired out from this afternoon.",0
2025,152,4,Phoebe,Why?,0
2026,152,5,Eric,"Uh, the sex.",0
2027,152,6,Phoebe,What sex?,0
2028,152,7,Eric,Our sex.,0
2029,152,8,Phoebe,We didn't have sex.,0
2030,152,9,Eric,"Well if I didn't have sex with you, I had sex with someone that looked an awful lot like",1
2031,152,10,Phoebe,Ew! Ew! Ew! Ew! Ew! Ew!,1
2032,152,11,Eric,Oh no! Oh no! Oh no! Oh no! No! No! No!,1
2033,153,0,Phoebe Sr.,I'm your mother.,0
2034,153,1,Phoebe,Ehh?,0
2035,153,2,Joey,"Oh, and then Monica joked that she wouldn't go out with a guy like Chandler...",0
2036,153,3,Chandler,Hi there.,0
2037,153,4,Joey,"...and he couldn't let it go, and... I don't really know what happened with that either.",0
2038,153,5,Joey,"And then Ross's new girlfriend, Bonnie, shows up and Rachel convinced her to save her head.",0
2039,153,6,Joey,"And then Ross and Rachel kiss, and now Ross has to choose between Rachel and the bald girl and I don't know what happened there either...",0
2040,153,7,Joey,"Y'know what, hold on, let me go get Chandler.",1
2041,154,0,Phoebe,"Well yeah, I lied before.",1
2042,154,1,Rachel,Oh!,0
2043,154,2,Monica,Oh God,0
2044,154,3,Phoebe,Now you know how you really feel about it.,0
2045,154,4,Rachel,"Oh-oh, that's a risky little game!",1
2046,154,5,Monica,Are you really gonna do this?,0
2047,154,6,Rachel,Yeah. I'm gonna have a baby. I'm gonna have a baby. I'm gonna have a baby!,0
2048,154,7,Phoebe,With who?,0
2049,154,8,Rachel,"Ah, it's still not the time.",1
2050,155,0,Phoebe,You said I was boring--Ohh!,0
2051,155,1,Ross,When did I say you were boring?!,0
2052,155,2,Phoebe,"Oh my God, I remember now! We were playing chess!",0
2053,155,3,Ross,Phoebe! You and I have,0
2054,155,4,Phoebe,"Oh, come on!",0
2055,155,5,Phoebe,"Yes, remember that time on the frozen lake?",0
2056,155,6,Phoebe,"We were playing chess, you said I was boring, and then you took off your energy mask and you were Cameron Diaz!",1
2057,155,7,Phoebe,"Okay, there's a",1
2058,156,0,Jill,"All right, I'm leaving!",0
2059,156,1,Jill,Because I'm not going to spend one more day with someone whose out to sabotage my every move.,0
2060,156,2,Jill,That's you Rachel!,0
2061,156,3,Rachel,"Yeah, I got that.",1
2062,156,4,Jill,"And you! I throw myself at you and you say no, how gay are you?",0
2063,156,5,Ross,You take care Jill.,1
2064,156,6,Jill,"Okay, see ya!",0
2065,156,7,Joey,Bye-bye,0
2066,156,8,Chandler,"I-I can't believe Jill's gone.  I can't help it, I opened a gate.",1
2067,157,0,Monica,"How about, you're moving!!",0
2068,157,1,Rachel,Look! This is ridiculous. We should be packing you!!,1
2069,157,2,Phoebe,"Hey, how are you guys doing?",0
2070,157,3,Rachel,Great! Monica's moving!,0
2071,157,4,Monica,I am not!,0
2072,157,5,Rachel,Oh really?! Then how come all your stuff is in this box?!,1
2073,157,6,Phoebe,"Okay, you guys. You guys I think I know what's going on here. Okay, you guys",0
2074,157,7,Monica,No Phoebe I am mad!,0
2075,157,8,Phoebe,"Well, deep-deep-deep down!",0
2076,157,9,Rachel,"Yeah, I'm just mad!",1
2077,157,10,Phoebe,Then keep running.,0
2078,158,0,Phoebe,Oh! Here we,0
2079,158,1,Chandler,"All right, y'know what, we've been talking about London too much haven't we?",0
2080,158,2,Phoebe,I'm sorry.,0
2081,158,3,Phoebe,It's just 'cause I couldn't be there.,0
2082,158,4,Phoebe,"Cause all I ever get to do now is pregnant stuff, it just bums me out.",0
2083,158,5,All,Sorry.,0
2084,158,6,Monica,What happened?,0
2085,158,7,Rachel,"Well, y'know, a little of this, a little of that. Got myself a date tomorrow night.",0
2086,158,8,Monica,"See, didn't I tell you?! You're getting over Ross already!",0
2087,158,9,Gunther,Get out!,1
2088,159,0,Ross,I just didn't see the fast song coming.,1
2089,159,1,Joey,Shh.,1
2090,159,2,Joey,Shh.,1
2091,159,3,Joey,"Don't try to talk, we'll get you up to your room, we'll soak your feet, you'll be okay.",0
2092,159,4,Ross,"Oh, thank you.",0
2093,159,5,Mona,That is so sweet!,0
2094,159,6,Joey,Yeah.,0
2095,159,7,Mona,"No, I mean it. There are so few genuinely nice guys out there.",0
2096,159,8,Joey,"Tell me about it, I feel like I'm holding down the fort all by myself.",1
2097,159,9,Mona,It's Joey right?,0
2098,159,10,Joey,Yeah.,0
2099,159,11,Ross,Wait a minute!,0
2100,159,12,Ross,No!,0
2101,159,13,Ross,I'm the nice one!,1
2102,159,14,Ross,I'm the one who danced with the kids all night!,1
2103,159,15,Ross,HowHow small are your feet?,1
2104,160,0,Joey,"Yeah, it must've fallen out a few blocks back. I just figured we hit a dog.",1
2105,160,1,Chandler,Okay.,0
2106,160,2,Joey,"Listen uh, could you put Kathy on, I wanna apologize.",0
2107,160,3,Chandler,Oh yeah man.  Joey.,0
2108,160,4,Kathy,Hey.,0
2109,160,5,Kathy,"Oh no it's fine, don't worry about it.",0
2110,160,6,Kathy,"Yeah-no, stop apologizing, it's okay.",0
2111,160,7,Kathy,I'll talk to you tomorrow.,0
2112,160,8,Kathy,"I should uh, probably go.",0
2113,160,9,Chandler,Yeah. Yes! Yeah.,0
2114,160,10,Kathy,I forgot my purse.,0
2115,160,11,Chandler,Oh.,0
2116,160,12,Kathy,"No, I really did forget my purse.",1
2117,161,0,Ross,Hi.,0
2118,161,1,Chandler,Hey.  Soaps? Shampoos? Are you really taking all this stuff?,0
2119,161,2,Ross,Why not? It's built into the price of the room.,1
2120,161,3,Chandler,Yeah but you don't needWhat is this?,0
2121,161,4,Ross,Thread!,1
2122,161,5,Chandler,Score! Where are the disposable cameras?,0
2123,161,6,Ross,What disposable cameras?,0
2124,161,7,Chandler,The cameras? Remember last night I told you to take them?,0
2125,161,8,Ross,No you didn't.,0
2126,161,9,Chandler,"Yes! Remember? Right before we cut the cake, I went up to you and I said",0
2127,161,10,Ross,"Oh-oh yeah, you-you came up to me and asked if I could do you a favor, and my Uncle Murray came up to you and handed you a check.",0
2128,161,11,Ross,"And then you said, ""Why do they call it a check?",0
2129,161,12,Ross,"Why not a Yugoslavian?""",1
2130,161,13,Ross,"Yeah, then you did that.",1
2131,161,14,Chandler,So you don't have the cameras?!,0
2132,161,15,Ross,No. Sorry man.,0
2133,161,16,Chandler,So? What? What? They're gone! Monica's gonna freak!,0
2134,161,17,Ross,"Well, I'm sure they're still somewhere here in the hotel. I'll-I'll help you look for them.",0
2135,161,18,Chandler,Great.,0
2136,161,19,Ross,In-in three minutes.,1
2137,162,0,Joshua,"Uhh, Rachel, my parents",0
2138,162,1,Rachel,Ohh! It's so nice to meet you.  Hello.,1
2139,162,2,Mrs. Burgin,"Hello. Well, Joshua, that $500 was for groceries.",1
2140,162,3,Rachel,What?,0
2141,162,4,Rachel,"This-this, no, oh no, no-no-no, this is notthat's-that's not what it is.",0
2142,162,5,Rachel,"See, see, okay, I work in fashion, see and-and, this is a real dress actually.",0
2143,162,6,Rachel,"It's-it's, they're-they're wearing it in Milan, so part of my job is too wear the clothes, and then I see how people respond, and then I report back to my superiors at",1
2144,162,7,Mrs. Burgin,Maybe in L.A?,0
2145,162,8,Rachel,Yes!,1
2146,162,9,Joshua,There you go.,0
2147,162,10,Mr. Burgin,"So, have you kids eaten yet?",0
2148,162,11,Rachel,"Well, we were going to do that afterI mean umm, next.",0
2149,162,12,Mr. Burgin,"Well, we're starving, why don't we all go get something to eat?",0
2150,162,13,Rachel,"Oh, yeah, well Yeah, no use wasting this baby, just lyin' around the house.",1
2151,162,14,Mr. Burgin,So We go eat.,0
2152,162,15,Rachel,Yes.,0
2153,162,16,Mr. Burgin,"You'll wear that. We'll be eating, and of course, you'll be wearing that.",1
2154,163,0,Chandler,Triskaidekaphobia.,0
2155,163,1,Ross,The fear of,1
2156,163,2,Joey,"No! No, fear of the number 13.",1
2157,163,3,Ross,"It's possible, they have really sharp edges.",1
2158,163,4,Joey,"All right Chandler, you're up.",0
2159,163,5,Ross,"Wait a minute, I-I believe I'm entitled to use my Angel Pass for a free turn?",0
2160,163,6,Chandler,This game makes no sense!,1
2161,163,7,Ross,Y'know what? You're just upset because you're losing.,0
2162,163,8,Chandler,"Oh come on Ross, I think we're all losers here.",0
2163,163,9,Joey,"All right. Chandler, you can either spin the wheel or pick a Google card.",0
2164,163,10,Chandler,Let me think. Let me thinkOh! I don't care.,1
2165,163,11,Joey,You-you must choose Mr. Bing.,0
2166,163,12,Chandler,"Either, it makes no difference.",0
2167,163,13,Joey,"Choose, you jackass!",1
2168,163,14,Chandler,I'll take a card.,0
2169,163,15,Joey,"Okay, you picked the Gimmie card! You get all of Ross's points!",0
2170,163,16,Ross,What?!,1
2171,163,17,Chandler,This game is kinda fun.,1
2172,163,18,Ross,You don't think it's a little crazy that you get all my points just cause you,0
2173,163,19,Chandler,I don't think the contestants are supposed to speak to each other.,1
2174,164,0,Monica,Shoot! We're out of soda.,0
2175,164,1,Chandler,"Oh, I'll go out and get you some.",0
2176,164,2,Monica,Really?!,0
2177,164,3,Chandler,"Nope! Because I'm not your boyfriend.  Hey Pheebs, how did it go?",1
2178,164,4,Phoebe,"Well, umm, my Mom's friend, Phoebe, is actually my birth Mom.",0
2179,164,5,Chandler,I found a dried up seashores.,1
2180,164,6,Monica,"Sweety, what are you talking about?",0
2181,164,7,Phoebe,"Oh, my new Mom, who-who's a big, fat abandoner!",0
2182,164,8,Joey,"Whoa, wait, Pheebs, wait a second! Don't you wanna stay here and talk about it?",0
2183,164,9,Phoebe,"No. I'm just, I wanna, I need to be alone.",0
2184,164,10,Phoebe,Monica!,0
2185,164,11,Monica,Oh.,0
2186,165,0,Monica,Hey!,0
2187,165,1,Phoebe,Hey!,0
2188,165,2,Ross,Hi!,0
2189,165,3,Monica,"So, do you guys wanna come and eat dinner at the restaurant    sometime in the next few weeks?",0
2190,165,4,Phoebe,Sure!,0
2191,165,5,Ross,I'd love to!,0
2192,165,6,Monica,Well you,0
2193,165,7,Phoebe,"Well, I can't give you a massage, because my licence has been    revoked again!",1
2194,165,8,Ross,"Phoebe, what happened?",0
2195,165,9,Phoebe,"Well, it was an accident...You know, it's a lot of oil and sometimes    the hand just slips!",1
2196,165,10,Chandler,Have I got a surprise for you? Pack your bags!,0
2197,165,11,Phoebe,Oh no!You guys aren't supposed to get divorced for 7 years!,1
2198,166,0,Chandler,"Umm, this is nice.",0
2199,166,1,Monica,"I know, it is isn't it?",0
2200,166,2,Chandler,"No, I mean it, this feels really good. Is it a hundred percent cotton?",1
2201,166,3,Monica,"Yeah! And I got it on sale, too.",1
2202,166,4,Chandler,"Anyway, I should go, one of the lifeguards was just about to dismantle a nuclear device.",1
2203,166,5,Monica,"Well, if you wanna get a drink later we can.",0
2204,166,6,Chandler,"Oh yeah, that sounds great.  Oh, and listen, it's, it's gonna be....",0
2205,166,7,Monica,I know. Thanks.,0
2206,167,0,Dr. Green,So? Come on! Explain yourself Geller! First you get my Rachel pregnant!,0
2207,167,1,Mona,You got Rachel pregnant?!,0
2208,167,2,Ross,Who did?!,0
2209,167,3,Dr. Green,You did!,1
2210,167,4,Ross,"Yes. Yes, yes I did.  But-but it was, it was just a one night thing. It meant nothing.",0
2211,167,5,Dr. Green,Oh? Really? That's what my daughter means to you? Nothing?,0
2212,167,6,Ross,"No! No sir umm, she means a lot to me. I mean, I careI-I love Rachel.",0
2213,167,7,Mona,What?!,0
2214,167,8,Ross,"Oh but not that way. I meanI mean I'm not in love with her. I love her like a, like a friend.",0
2215,167,9,Dr. Green,Oh really? That's how treat a friend? You get her in trouble and then refuse to marry her?,0
2216,167,10,Ross,Hey! I offered to marry her!,0
2217,167,11,Mona,Wh,0
2218,167,12,Ross,But I didn't want to.,1
2219,167,13,Dr. Green,Well why not? So you can spend your time with this tramp?!,0
2220,167,14,Mona,Tramp?!,0
2221,167,15,Ross,"I'm sorry. Dr. Green, Mona. Mona, Dr. Green.",1
2222,168,0,Mr. Heckles,I could have birds.,1
2223,168,1,Monica,"Okay, Mr. Heckles, we'll try to keep it down.",0
2224,168,2,Mr. Heckles,Thank you. I'm going to rejoin my dinner party.,1
2225,168,3,Rachel,"All right, bye-bye.",0
2226,168,4,Chandler,"Okay, Janice. Janice. You gotta give me Janice. That wasn't about being picky.",0
2227,168,5,Ross,We'll give you Janice.,0
2228,168,6,Phoebe,"I miss Janice though.  ""Hello, Chandler Bing.""",0
2229,168,7,Rachel,"""Oh, my, god.""",1
2230,168,8,Joey,"""Oh, Chandler, now, now, that's it. There, faster!""",1
2231,168,9,Monica,"Stop with the broom, we're not making noise.",0
2232,168,10,Rachel,We won. We won!,0
2233,168,11,Monica,Mr. Heckles.,0
2234,168,12,Rachel,How did this happen?,0
2235,168,13,Mr. Treeger,He musta been sweeping. They found a broom in his hand.,1
2236,168,14,Monica,That's terrible.,0
2237,168,15,Mr. Treeger,I know. I was sweeping yesterday. It coulda been me.,1
2238,168,16,Ross,"Sure, you coulda. You never know.",0
2239,168,17,Mr. Treeger,You never know.,0
2240,169,0,Monica,"Hey, look at me. I'm making jam, been at it since 4 o'clock this morning.",0
2241,169,1,Ross,Where'd you get fruit at four in the morning?,0
2242,169,2,Monica,Went down to the docks. Bet ya didn't know you could get it wholesale.,0
2243,169,3,Rachel,I didn't know there were docks.,1
2244,169,4,Joey,Hey.,0
2245,169,5,Chandler,Hey.,0
2246,169,6,Ross,"Aww, is it broken?",0
2247,169,7,Joey,"No, I gotta wear this thing for a couple weeks.",1
2248,169,8,Rachel,Did you tell the doctor you did it jumping up and down on your bed?,1
2249,169,9,Joey,Nooo. I had a story all worked out but then Chandler sold me out.,0
2250,169,10,Chandler,"Well, I'm sorry Joe. I didn't think the doctor was gonna buy that it just *fell* out of the socket.",1
2251,169,11,Joey,What is this? Fruit?,0
2252,169,12,Rachel,Monica's making jam.,0
2253,169,13,Joey,"Whoa, jam! I love jam!  Hey, how come we never have jam at our place?",0
2254,169,14,Chandler,Because the kids need new shoes.,1
2255,169,15,Monica,I'm going into business people.,0
2256,169,16,Monica,I'm sick and tired of being depressed about Richard.,0
2257,169,17,Monica,"I needed a plan, a plan to get over my man.",0
2258,169,18,Monica,What's the opposite of man?,0
2259,169,19,Monica,Jam.,1
2260,169,20,Monica,Oh Joey don't!,0
2261,169,21,Monica,It's way to hot.,0
2262,169,22,Joey,This will just be my batch.,1
2263,170,0,Rachel,Here you go Pheebs. Who else wants one of my special homemade brownies?,0
2264,170,1,Chandler,I will have one.,0
2265,170,2,Chandler,"Okay, I'm not gonna have one.",1
2266,170,3,Phoebe,"No, no, it's just my tooth.",0
2267,170,4,Chandler,All right I'll have one.,1
2268,170,5,Ross,"So what's a matter, you need a dentist? I've got a good one.",0
2269,170,6,Phoebe,"No thanks, I have a good one too. I just, I, I can't see him.",0
2270,170,7,Chandler,See that is the problem with invisible dentists.,1
2271,170,8,Ross,Why? Why can't you go to him?,0
2272,170,9,Phoebe,"Because, every time I go to the dentist, somebody dies.",0
2273,170,10,Chandler,"That is so weird, because every time I go to the dentist, I look down the hygienist's blouse.",1
2274,170,11,Rachel,"Phoebe, what? Umm...what?!",0
2275,170,12,Phoebe,"Yeah, yeah, first there was my aunt Mary, and then there was umm, John, my mailman, and then my, my cowboy friend Albino Bob'.",1
2276,170,13,Rachel,And all these people actually died?,0
2277,170,14,Phoebe,"Yes, while I was in the chair!",0
2278,170,15,Phoebe,"That's why I take such good care of my teeth now, y'know, it's not about oral hygiene, I floss to save lives!",1
2279,170,16,Ross,"Pheebs, come on, you didn't kill anybody, these people just happened to die when you went to the dentist.",0
2280,170,17,Ross,"It's, it's, it's just ah, a coincidence.",0
2281,170,18,Phoebe,"Well tell that to them. Oh! You can't, their dead.",1
2282,171,0,Ross,"Okay, I've got three of my five.",0
2283,171,1,Rachel,"Three of your five, what?",0
2284,171,2,Ross,Celebrities I'm allowed to sleep with.,1
2285,171,3,Rachel,Oh my God! You are giving this a lot of thought.,0
2286,171,4,Ross,"Yeah, it's hard okay, I only have two spots left.",0
2287,171,5,Chandler,"All right, so who do you got it narrowed down to?",0
2288,171,6,Ross,"Okay, Elizabeth Hurely....",0
2289,171,7,Chandler,"Oooh-hoo, very attractive, forgiving.",1
2290,171,8,Ross,Susan Sarandon.,0
2291,171,9,Chandler,"Eh, y'know what, she's to political, she probably wouldn't let you do it, unless you donated four cans of food first.",1
2292,171,10,Ross,And!! Isabella Rosselini.,0
2293,171,11,Chandler,"Ooh-hoo. Very hot, very sexy. But ah, y'know she's too international, y'know she's never gonna be around.",0
2294,171,12,Rachel,So?,0
2295,171,13,Chandler,"So, you gotta play the odds, pick somebody who's gonna be in the country like all the time.",1
2296,171,14,Rachel,"Yeah, cause that's why you won't get Isabella Rosselini, geography.",0
2297,172,0,Rachel,Oh that's five Ross. Five women have had five babies! And I have had no babies! Why doesn't she want to come out?,1
2298,172,1,Ross,Y'know what I think it is?,0
2299,172,2,Ross,I think you've made such a nice home for her over the last nine months that she just doesn't want to leave.,1
2300,172,3,Rachel,Oh. Look at you making up crap for me. Oh God!,1
2301,172,4,Dr. Long,"Twenty-one hours, you're a hero.",0
2302,172,5,Rachel,Doctor you gotta do something! I think you gotta give me drugs or you gotta light a fire up in there and just smoke it out.,1
2303,172,6,Dr. Long,"Actually, I think you're ready to go to the delivery room.",0
2304,172,7,Rachel,What?,0
2305,172,8,Dr. Long,"Ten centimeters, you're about to become a mom.",0
2306,172,9,Rachel,My God. Okay.  Ha-ha-ha beat ya! Sucker!,1
2307,173,0,Rachel,Hi.,0
2308,173,1,Flight Attendant,May I see your boarding pass?,0
2309,173,2,Rachel,"Oh, no, no, I don't have one. I just need to talk to my friend.",0
2310,173,3,Flight Attendant,"Oh, oooh. I'm sorry. You are not allowed on the jetway unless you have a boarding pass.",0
2311,173,4,Rachel,"No, I know, but Ihe just went on.",0
2312,173,5,Rachel,"He's right there, he's got the blue jacket on, I... can I j-just...",0
2313,173,6,Flight Attendant,No no no! Federal regulations!,0
2314,173,7,Rachel,"OK, alright, OK, um... then could you please, uh... just give him a message for me? Please? This is",0
2315,173,8,Flight Attendant,Alright. What's the message?,0
2316,173,9,Rachel,Uh... I don't know.,0
2317,173,10,Flight Attendant,"Sir? Sir? Excuse me, sir? Uh... I have a message for you.",0
2318,173,11,Man,What?,0
2319,173,12,Flight Attendant,"It's from Rachel. She said that she loved the present, and she will see you when you get back.",1
2320,173,13,Man,": Toby... Oh, for God's sake, I don't know what she's talking about!",1
2321,173,14,Man,There's no Rachel!,1
2322,174,0,Chandler,"Here's the thing, Janice.",0
2323,174,1,Chandler,"You know, I mean, it's like we're different.",0
2324,174,2,Chandler,"I'm like the bing, bing, bing.",0
2325,174,3,Chandler,"You're like the boom, boom, ... boom.",1
2326,174,4,Janice,Ow!,1
2327,174,5,Chandler,"Oh, my god, I'm so sorry. Are you ok?",1
2328,174,6,Janice,"Ow. Um, it's just my lens. It's just my lens. I'll be right back.",0
2329,174,7,Chandler,I hit her in the eye! I hit her in the eye! This is the worst break-up in the history of the world.,1
2330,174,8,Phoebe,Oh my god.  How many of those have you had?,1
2331,174,9,Chandler,"Oh, I don't know, a million?",1
2332,174,10,Phoebe,"Chandler, easy, easy. Go to your happy place. La la la la la la la.",1
2333,174,11,Chandler,I'm fine.,0
2334,174,12,Phoebe,All right.,0
2335,174,13,Chandler,I'm not fine. Here she comes.,0
2336,174,14,Phoebe,Wait here. Breathe.,0
2337,174,15,Chandler,How do you do that?,0
2338,174,16,Phoebe,It's like a gift.,1
2339,174,17,Chandler,We should always always break up together.,0
2340,174,18,Phoebe,"Oh, I'd like that.",1
2341,175,0,Chandler,You win.,0
2342,175,1,Joey,"Well, what did you have?",0
2343,175,2,Chandler,It doesn't matter because nothing beats a three and a six.,1
2344,175,3,Chandler,That my friend is D-Cup.,1
2345,175,4,Chandler,"Okay, now much have you won so far?",0
2346,175,5,Joey,"Uh,  wow, 700.",0
2347,175,6,Chandler,Not 700 exactly?,0
2348,175,7,Joey,Yeah.,0
2349,175,8,Chandler,Double it!,0
2350,175,9,Joey,What?,0
2351,175,10,Chandler,"Well you see in Cups, once you get $700, you have to double it.",0
2352,175,11,Joey,Really?,0
2353,175,12,Chandler,"Hey, I didn't make up the rules.",0
2354,175,13,Chandler,"Now, after you receive the doubling bonus, you get uh, one card.",0
2355,175,14,Chandler,"Now that one card could be worth $100 bringing your total to 1,500.",0
2356,175,15,Chandler,Don't get to excited because that's not gonna happen unless you getNo way!,1
2357,176,0,Joey,Hey.,0
2358,176,1,Monica,Hey.,0
2359,176,2,Joey,Where you going?,0
2360,176,3,Monica,To the bank.,0
2361,176,4,Joey,Sperm or regular?,1
2362,176,5,Monica,Sperm.,0
2363,176,6,Joey,"So you're really doing this, huh?",0
2364,176,7,Monica,"Oh yeah, picked a guy, 37135.",0
2365,176,8,Joey,Sounds nice.,0
2366,176,9,Monica,"Fraid so. Brown hair, green eyes...",0
2367,176,10,Joey,"No kiddin', hmm.",0
2368,176,11,Monica,What?,0
2369,177,0,Roger,"What's wrong, sweetie?",0
